-0.01045502	0.04513605	0.08102536	0.032468904	0.08864152	0.040525813	-0.051477198	-0.06772516	0.13719907	-0.03276197	-0.045272358	0.045342702	-0.031142868	0.061975088	-0.06379268	0.07597418
-0.13413736	0.15552297	0.00048379914	0.06611068	-0.013359208	-0.0138235595	-0.2269479	-0.14206477	0.21552059	-0.17022306	-0.111038335	-0.026643755	0.04843261	0.058269635	-0.1497277	0.090222254
-0.22796433	0.26195937	0.047976267	0.122743495	0.08733884	-0.053774152	-0.31821704	-0.15213181	0.29349956	-0.2598933	-0.20961949	-0.041684784	0.008291599	0.14576033	-0.20305885	0.0890785
0.4889036	-0.55557925	0.24052313	-0.3572451	0.21622768	0.4390511	0.4957974	0.4049193	-0.625073	0.45013365	0.40586913	0.48520648	-0.25432235	-0.5205438	0.58397245	0.15885115
0.081637695	-0.04888111	0.03405067	-0.0028254127	0.07537226	0.07306949	-0.022491574	0.055813633	-0.016460653	-0.029214073	0.0029922926	0.12001602	0.0017870364	-0.034551095	0.045350876	0.103292316
-0.040929656	0.045661215	-0.091439374	0.052790727	-0.06584624	-0.039431293	-0.1274454	-0.10217241	0.058135767	-0.13360402	-0.1380478	-0.06921255	0.06079285	0.054359004	-0.08757975	-0.07792303
0.4901363	-0.5172832	0.28764653	-0.36246312	0.33579314	0.4207852	0.4976678	0.38358697	-0.5662368	0.5094939	0.4019913	0.4996058	-0.29334888	-0.47784883	0.51117814	0.2880543
-0.026072964	0.12167483	-0.044725724	0.044734713	0.013534237	-0.036740616	-0.09492884	-0.022288607	0.12186284	-0.030436154	-0.12603703	-0.004634539	0.013255974	0.030179102	-0.040031597	-0.024102455
0.37524477	-0.49681726	0.21937408	-0.30871165	0.18759492	0.362485	0.44807416	0.32942307	-0.4927779	0.35752758	0.35119712	0.3446768	-0.2259887	-0.41505143	0.43727875	0.15791732
0.0246305	0.00047978136	-0.030516367	0.051960018	0.048470836	-0.012085495	-0.056764714	-0.03986655	0.0072740815	0.013181272	-0.020254448	0.011306513	-0.043532412	0.02138241	-0.074553356	-0.0064326087
0.5140231	-0.5905725	0.2749057	-0.37735474	0.27804983	0.4460981	0.4788725	0.48137137	-0.524988	0.4645324	0.42061222	0.47260603	-0.2652785	-0.45981416	0.53811145	0.22379085
-0.12428615	0.14535144	0.021278761	0.073004	0.023771143	-0.08001859	-0.15349291	-0.08339201	0.1957882	-0.10638339	-0.13304333	-0.0828175	0.037060246	0.08436047	-0.09303904	0.07125416
0.3045787	-0.3319808	0.17337418	-0.19537829	0.17753553	0.22945377	0.31846708	0.18186015	-0.30060852	0.22338584	0.21201517	0.2867788	-0.16696113	-0.26146996	0.34392357	0.14259996
-0.398053	0.3989957	-0.14319928	0.30761757	-0.1291144	-0.27398404	-0.3915971	-0.33604047	0.39935407	-0.36103186	-0.34376058	-0.3335581	0.17593932	0.38489187	-0.38453737	-0.072177015
0.015521216	-0.012325283	-0.027363364	0.058653947	-0.014053987	0.028403504	-0.06789851	-0.07430375	0.021936418	-0.010839065	-0.07999074	0.03152048	-0.007665023	-0.016945716	0.0074612526	0.04669659
-0.0154346675	-0.0350525	0.09848461	0.0097484365	0.09607168	0.09462148	0.01754434	-0.01556327	-0.014779267	-0.031115435	0.01365549	0.06113533	-0.046046216	-0.009824471	0.049238864	0.027898207
-0.11441351	0.031830058	-0.11627806	0.08960223	-0.080286406	-0.11440233	-0.04184643	-0.079514876	0.033491667	-0.13042144	-0.10659043	-0.08256211	0.122265145	0.07872189	-0.067325294	-0.030817188
0.04399822	-0.13097015	0.011140153	-0.016555855	-0.05034936	-0.010998782	0.03189818	-0.0058966945	-0.037089232	0.06040114	0.049156327	0.0826088	0.05869975	-0.059700903	0.06520953	-0.06286528
-0.030939022	0.09539615	0.092155345	-0.060713463	0.12267752	0.02271582	-0.07312123	0.015295012	0.044321217	-0.039534	-0.04159499	0.0032534387	-0.08529318	0.029712448	-0.097741745	0.09878622
0.32294577	-0.3653125	0.22818223	-0.30069974	0.14834374	0.23409848	0.33730078	0.2297704	-0.33416533	0.25715515	0.23197332	0.27749962	-0.2245097	-0.27238855	0.33921644	0.1058155
0.062758364	-0.115732715	0.05175513	-0.08735844	0.030433908	0.13191639	0.15721254	0.049133025	-0.097440235	0.09719721	0.09969183	0.1289022	-0.05308053	-0.09409097	0.15479878	0.05688637
0.003488697	0.05701674	0.03605869	0.04753924	0.022902124	0.025994137	-0.073339455	-0.004639795	0.053635553	0.01245089	-0.032738	-0.035493158	-0.040029734	0.056374636	-0.01058846	-0.019100001
-0.015798911	0.04280685	-0.032552388	0.004183692	0.0012837392	-0.05132312	-0.08392811	-0.032467145	0.11852851	-0.0251405	-0.029969797	0.009956761	-0.04669569	0.06623562	-0.13621926	0.061140507
-0.037615847	0.08144274	0.108615	0.02536544	0.122740194	0.021622814	-0.14317337	0.00025838794	0.1533192	-0.074920975	-0.017273469	0.049176484	0.004643909	0.07878791	-0.040387597	0.08231678
0.029089643	-0.004119282	0.093034945	0.012531375	0.051851626	0.08347239	0.0666835	-0.015431074	-0.032985967	0.0075951465	0.02958382	0.07510456	-0.07847583	-0.08214293	0.034003094	0.09778723
0.38145396	-0.48363838	0.24757582	-0.36495563	0.2865073	0.36059716	0.38548675	0.36192116	-0.41362536	0.39537594	0.31542602	0.388108	-0.2945146	-0.4020422	0.41761118	0.2828179
0.076907516	-0.06417239	0.16379921	-0.07194102	0.13248563	0.1165069	0.048037954	0.09363794	-0.04827904	0.0171369	0.08421609	0.09156668	-0.09715144	-0.07643463	0.007371506	0.111495644
-0.14840218	0.082248226	-0.0833116	0.13451561	-0.06857509	-0.106741115	-0.06909175	-0.105670474	0.106363505	-0.15000077	-0.10912374	-0.0763939	0.13743652	0.08335675	-0.14179221	-0.057537235
-0.22392006	0.22811402	-0.24469867	0.21377766	-0.17137137	-0.24181673	-0.24946316	-0.1909468	0.20592818	-0.23467876	-0.22847219	-0.24030475	0.18702155	0.22265753	-0.26441845	-0.21253587
0.3496222	-0.40239045	0.20419613	-0.27295244	0.1720364	0.27506748	0.35516864	0.25189626	-0.33433208	0.37449884	0.3204308	0.3450308	-0.1782911	-0.28474918	0.40723786	0.1811791
0.4996466	-0.5390977	0.26903823	-0.37097692	0.34509984	0.38411045	0.44084534	0.407466	-0.48837492	0.48655295	0.41618147	0.42095923	-0.29695052	-0.44661498	0.52339745	0.24316204
0.07947282	-0.120916896	-0.036352117	-0.043221537	0.0257574	0.026041541	0.021806965	0.041795302	-0.105277926	0.05922434	6.3984015e-05	0.11434238	-0.005308096	-0.1043857	0.092876576	-0.04324516
0.34084484	-0.37266552	0.2808012	-0.33017552	0.34274375	0.33515993	0.37238458	0.41197562	-0.42298788	0.33225247	0.40097347	0.32234576	-0.34643775	-0.4205776	0.3859757	0.320577
-0.05861939	0.08717125	-0.051038045	0.07023793	-0.10318501	-0.078532055	-0.093608595	-0.022093577	0.041560333	-0.012847651	-0.059721656	-0.10964675	0.0197771	0.058468964	-0.07947094	-0.0837982
-0.13963275	0.15566337	-0.014999835	0.13236913	-0.013285634	-0.10530495	-0.15555196	-0.13545758	0.20854889	-0.23367164	-0.18396671	-0.05613619	0.027615706	0.120456755	-0.18795116	0.05358717
0.08608961	-0.089477986	0.09012445	-0.041086465	0.06858136	0.081476286	0.04474112	0.104113705	-0.10406886	0.13617311	0.0343479	0.094737634	-0.029274223	-0.14008717	0.1540206	0.08662868
0.058624934	-0.038884956	0.08514304	-0.080170356	0.107514374	0.067432605	0.020228013	0.04220668	-0.08563963	0.016220141	0.0044508586	0.039378013	-0.043373715	-0.05467062	0.088782504	0.06240459
-0.09322973	0.14862676	-0.049343903	0.026561754	0.045875024	-0.0052730455	-0.06415103	-0.13032566	0.11019683	-0.11381401	-0.08053291	-0.019594181	-0.018676976	0.10670624	-0.09883153	0.025389295
-0.27216068	0.23234008	-0.09280798	0.24717362	-0.066905014	-0.16068816	-0.26404098	-0.21546286	0.2620252	-0.24736829	-0.29672113	-0.13937004	0.1726984	0.1954526	-0.31743246	-0.12007319
0.05849036	-0.0030191785	0.06028288	-0.013449125	0.045618173	0.05317494	0.025453417	-0.025518814	-0.022720102	0.014488612	-0.023305947	0.009046351	0.011326447	0.015782503	-0.027004015	0.048873182
